
Grupo,PROMEDIO1,PROMEDIO2,PROMEDIO3,PromedioFinal,PUESTO1,PUESTO2,PUESTO3,PUESTO4,PuestoFinal,NUMHERMANO,ESTRATO,Viveconmadre,Viveconpadre,ViveconAmbos,ViveconOtros,Casados,Solteros,Separados,UnionLibre,Viudo,RetiradoCluster,Numgrado,Edad,Hombre,Mujer
3 ,25.583,26.833,27.583,.000,29,27,30,31,1,1 ,3,0,1,0,0,0,1,0,0,0,0,10,15,0,1
1 ,35.455,35.636,33.364,35.000,16,14,22,18,17,1 ,3,0,1,0,0,0,1,0,0,0,0,7,12,0,1
1 ,37.700,35.800,39.400,37.300,21,28,20,20,26,1 ,2,0,0,1,0,1,0,0,0,0,0,2,7,1,0
2 ,34.000,33.600,33.800,33.600,25,26,27,29,26,1 ,2,0,0,1,0,0,0,0,1,0,0,5,11,0,1
3 ,34.300,36.500,33.900,33.800,23,24,26,30,25,1 ,2,0,0,1,0,0,0,0,1,0,0,3,9,0,1
3 ,37.300,38.200,37.300,37.100,15,18,18,24,18,1 ,2,0,0,1,0,0,0,0,1,0,0,6,11,1,0
1 ,37.600,35.900,33.300,36.000,18,23,27,25,23,1 ,2,0,0,1,0,0,0,0,1,0,0,4,9,1,0
7 ,35.300,32.700,31.800,33.700,20,23,19,16,20,1 ,2,1,0,0,0,0,1,0,0,0,0,5,10,0,1
7 ,34.273,31.364,32.909,32.818,17,22,17,16,19,1 ,2,1,0,0,0,0,1,0,0,0,0,7,12,0,1
7 ,33.700,35.300,33.800,34.300,15,19,20,20,17,1 ,2,1,0,0,0,0,1,0,0,0,0,4,9,0,1
7 ,33.000,30.300,30.600,31.000,28,26,23,26,25,1 ,2,1,0,0,0,0,1,0,0,0,0,5,10,0,1
7 ,39.100,39.800,36.400,38.400,18,15,21,20,20,1 ,2,1,0,0,0,0,1,0,0,0,0,3,8,0,1
2 ,40.750,44.417,44.083,43.583,3,1,1,1,1,2 ,3,0,0,1,0,1,0,0,0,0,0,12,16,1,0
2 ,37.500,38.000,39.300,38.700,11,12,18,10,11,2 ,3,0,0,1,0,1,0,0,0,0,0,6,10,0,1
1 ,40.200,.000,41.833,41.417,5,30,4,3,3,0 ,3,0,0,1,0,0,0,0,1,0,0,11,16,0,1
1 ,41.250,39.750,41.750,41.000,7,6,10,9,7,0 ,3,0,0,1,0,0,0,0,1,0,0,12,17,0,1
3 ,43.818,43.182,43.091,43.636,1,2,1,1,1,1 ,2,1,0,0,0,0,1,0,0,0,0,8,13,0,1
1 ,47.545,46.364,43.182,45.727,1,1,6,1,1,1 ,2,0,0,1,0,0,0,0,1,0,0,3,9,0,1
3 ,42.600,42.700,41.600,43.100,8,9,11,6,7,0 ,3,1,0,0,0,0,1,0,0,0,0,5,10,0,1
2 ,45.000,44.700,46.700,46.000,5,6,3,4,4,0 ,3,1,0,0,0,0,1,0,0,0,0,2,6,0,1
1 ,40.091,42.273,41.455,.000,7,7,5,6,1,0 ,3,1,0,0,0,0,1,0,0,0,0,8,12,0,1
1 ,43.100,44.300,44.500,44.400,6,5,4,5,5,2 ,2,0,0,1,0,0,0,0,1,0,0,5,10,0,1
1 ,43.600,44.100,42.100,43.000,4,3,7,6,5,2 ,2,0,0,1,0,0,0,0,1,0,0,4,9,0,1
2 ,38.500,39.300,36.200,38.300,13,13,21,17,14,1 ,2,1,0,0,0,0,1,0,0,0,0,5,9,1,0
3 ,34.250,35.333,.000,.000,17,11,1,13,0,1 ,2,1,0,0,0,0,1,0,0,0,0,9,13,1,0
3 ,35.818,35.000,32.091,.000,13,17,17,14,1,1 ,2,1,0,0,0,0,1,0,0,0,0,8,12,1,0
7 ,43.400,41.800,43.200,42.700,1,6,3,4,2,2 ,2,1,0,0,0,0,1,0,0,0,0,2,7,1,0
7 ,41.200,42.600,43.600,43.000,3,3,2,3,2,2 ,2,1,0,0,0,0,1,0,0,0,0,4,9,1,0
2 ,43.818,41.455,44.818,42.818,11,15,9,11,11,1 ,2,0,1,0,0,0,0,1,0,0,0,3,8,1,0
2 ,31.636,29.909,.000,.000,24,26,1,23,0,1 ,2,0,1,0,0,0,0,1,0,0,0,8,14,1,0
7 ,40.200,37.200,38.100,37.400,9,17,13,19,15,2 ,2,0,0,1,0,0,0,0,1,0,0,9,8,0,1
1 ,43.800,43.000,43.000,42.000,10,8,6,10,11,2 ,2,0,0,1,0,0,0,0,1,0,0,2,6,0,1
7 ,36.000,40.500,38.300,38.200,9,7,9,10,8,2 ,2,0,1,0,0,1,0,0,0,0,0,4,9,0,1
4 ,38.727,37.091,35.909,38.455,22,24,28,25,27,1 ,2,1,0,0,0,0,1,0,0,0,0,8,6,0,1
3 ,40.800,41.000,40.800,40.700,9,8,8,9,8,1 ,2,0,0,1,0,0,0,0,1,0,0,5,11,0,1
3 ,39.700,41.400,40.400,40.300,9,9,11,12,8,1 ,2,0,0,1,0,0,0,0,1,0,0,6,12,0,1
3 ,41.300,41.300,41.400,41.600,8,10,12,11,9,1 ,2,0,0,1,0,0,0,0,1,0,0,4,10,0,1
2 ,39.818,44.000,44.727,43.727,2,1,1,1,1,2 ,2,0,0,1,0,1,0,0,0,0,0,8,12,0,1
2 ,44.900,45.800,46.900,46.100,1,1,1,2,1,2 ,2,0,0,1,0,1,0,0,0,0,0,4,8,0,1
2 ,36.000,37.636,38.091,37.727,25,17,18,18,20,2 ,2,0,1,0,0,0,0,0,1,0,0,3,9,1,0
7 ,34.700,38.600,38.800,37.200,17,8,9,11,10,1 ,2,0,1,0,0,1,0,0,0,0,0,9,9,0,1
3 ,42.000,41.500,44.700,42.500,8,7,5,10,7,2 ,2,0,0,1,0,0,0,0,1,0,0,5,10,0,1
3 ,38.900,39.556,.000,39.500,12,8,28,0,9,2 ,2,0,0,1,0,0,0,0,1,0,0,6,11,0,1
2 ,40.500,42.800,40.400,41.500,11,8,12,9,10,2 ,2,0,0,1,0,0,0,0,1,0,0,4,9,0,1
2 ,37.583,34.083,.000,.000,13,18,1,15,0,1 ,3,0,0,1,0,0,0,0,1,0,0,10,15,0,1
6 ,38.500,37.300,39.800,39.800,9,11,9,6,8,1 ,3,0,0,1,0,0,0,0,1,0,0,6,10,0,1
3 ,44.900,45.100,45.700,45.500,3,1,1,1,1,1 ,3,0,0,1,0,1,0,0,0,0,0,6,11,1,0
1 ,34.000,34.000,34.000,34.200,25,31,23,28,30,2 ,2,0,0,1,0,1,0,0,0,0,0,5,9,1,0
6 ,33.917,27.750,31.667,31.250,21,25,25,25,24,2 ,2,0,0,1,0,1,0,0,0,0,1,9,14,1,0
7 ,33.364,34.364,35.636,34.636,17,14,8,7,9,2 ,2,0,0,1,0,1,0,0,0,0,0,8,13,1,0
7 ,33.455,38.182,34.727,35.727,24,9,15,15,14,2 ,2,0,0,1,0,1,0,0,0,0,0,7,12,1,0
1 ,29.083,32.000,32.583,31.083,27,23,24,26,29,2 ,2,0,0,1,0,1,0,0,0,0,0,9,13,1,0
3 ,43.000,42.417,41.917,42.667,3,5,3,2,2,1 ,2,0,0,1,0,1,0,0,0,0,0,9,13,0,1
3 ,43.333,44.167,44.833,.000,1,2,1,1,1,1 ,2,0,0,1,0,1,0,0,0,0,0,12,16,0,1
2 ,32.833,30.583,33.750,.000,25,26,25,26,1,1 ,2,0,1,0,0,1,0,0,0,0,1,11,16,1,0
2 ,40.909,41.364,38.273,39.545,6,6,7,12,6,1 ,2,0,1,0,0,1,0,0,0,0,0,8,13,1,0
2 ,38.091,40.455,40.273,40.545,16,10,8,5,9,1 ,2,0,1,0,0,1,0,0,0,0,0,7,12,1,0
3 ,35.100,34.700,34.300,35.100,22,24,19,20,24,1 ,3,1,0,0,0,0,0,1,0,0,0,5,11,0,1
3 ,36.600,39.300,38.500,38.100,18,10,14,18,15,1 ,3,1,0,0,0,0,0,1,0,0,0,5,12,0,1
4 ,33.182,30.545,32.909,33.364,29,30,28,23,27,1 ,2,1,0,0,0,0,0,1,0,0,0,7,12,1,0
6 ,40.700,39.000,36.600,38.700,2,2,2,4,2,1 ,2,0,0,1,0,0,0,0,1,0,0,6,11,0,1
3 ,35.083,35.000,32.750,34.083,16,13,19,22,16,1 ,2,0,1,0,0,1,0,0,0,0,0,11,16,1,0
4 ,37.636,38.727,38.091,38.818,6,3,9,3,6,1 ,3,1,0,0,0,0,1,0,0,0,0,8,13,0,1
7 ,41.667,42.750,38.917,40.917,3,2,4,6,4,1 ,2,0,0,1,0,1,0,0,0,0,0,9,14,0,1
4 ,40.818,42.182,42.364,42.273,2,1,2,2,1,1 ,2,0,0,1,0,1,0,0,0,0,0,8,11,0,1
4 ,28.000,25.727,31.182,27.455,29,33,29,34,32,1 ,2,1,0,0,0,0,0,0,0,1,0,8,14,1,0
1 ,28.000,25.727,31.182,27.455,29,33,29,34,32,1 ,2,1,0,0,0,0,0,0,0,1,0,7,14,1,0
4 ,36.364,32.182,37.545,36.000,18,23,17,11,18,2 ,2,0,0,1,0,0,0,0,1,0,0,6,13,0,1
3 ,34.667,34.083,34.667,34.750,20,21,16,22,20,2 ,2,0,0,1,0,0,0,0,1,0,0,3,14,0,1
2 ,38.250,35.833,39.583,.000,20,21,18,21,1,2 ,2,0,0,1,0,0,0,0,1,0,0,12,18,0,1
1 ,40.250,39.750,42.083,41.250,2,4,1,1,1,1 ,3,0,0,1,0,1,0,0,0,0,0,11,16,0,1
4 ,33.583,32.500,29.333,33.417,15,22,25,13,21,1 ,2,0,0,1,0,1,0,0,0,0,0,11,17,1,0
4 ,35.818,37.182,37.091,36.364,12,10,15,21,14,1 ,2,0,0,1,0,1,0,0,0,0,0,8,14,1,0
3 ,31.500,33.083,32.000,33.000,24,24,25,22,21,1 ,2,0,0,1,0,1,0,0,0,0,0,12,18,1,0
3 ,39.250,36.250,39.750,38.417,4,19,8,8,8,1 ,2,0,0,1,0,1,0,0,0,0,0,12,16,0,1
7 ,36.700,34.600,34.500,35.200,8,11,14,14,12,0 ,2,1,0,0,0,0,1,0,0,0,0,4,9,1,0
7 ,29.900,30.700,35.400,.000,27,24,20,22,1,2 ,2,0,0,1,0,0,0,0,1,0,0,5,11,0,1
7 ,27.800,26.100,26.500,.000,30,29,24,29,1,1 ,2,0,0,1,0,0,0,0,1,0,0,5,10,1,0
2 ,39.000,41.200,42.100,40.700,10,11,9,15,11,1 ,2,0,0,1,0,0,0,0,1,0,0,4,9,1,0
1 ,38.900,39.200,40.200,38.800,22,21,23,29,24,1 ,2,1,0,0,0,0,0,1,0,0,0,2,6,1,0
7 ,36.200,35.900,38.200,.000,15,16,16,17,1,1 ,2,1,0,0,0,0,0,0,1,0,0,5,10,1,0
7 ,33.200,32.700,.000,.000,23,22,1,23,0,1 ,2,1,0,0,0,0,0,0,1,0,0,6,11,1,0
3 ,42.000,41.273,.000,.000,9,6,1,8,0,1 ,2,0,1,0,0,0,0,1,0,0,0,7,11,1,0
6 ,38.100,37.600,34.200,36.800,15,16,24,21,23,3 ,1,1,0,0,0,0,0,1,0,0,1,3,7,1,0
2 ,39.300,41.100,42.300,41.300,12,11,10,9,9,1 ,2,1,0,0,0,0,0,0,1,0,0,5,9,0,1
1 ,42.200,44.000,44.800,44.000,13,14,10,9,14,1 ,2,1,0,0,0,0,0,0,1,0,0,1,5,0,1
7 ,39.300,44.000,42.200,42.200,25,4,8,6,8,1 ,2,0,0,1,0,0,0,0,1,0,0,3,8,1,0
7 ,32.500,36.000,40.600,36.700,19,8,2,5,6,1 ,2,0,0,1,0,0,0,0,1,0,1,4,9,1,0
7 ,33.300,41.000,40.800,39.600,26,11,16,11,17,1 ,2,0,0,1,0,0,0,0,1,0,0,2,6,0,1
2 ,40.200,37.000,39.200,38.900,18,21,20,20,21,1 ,2,0,0,1,0,0,0,0,1,0,1,4,9,1,0
3 ,44.000,46.600,45.700,.000,14,8,9,9,1,2 ,2,1,0,0,0,0,0,1,0,0,0,6,10,0,1
3 ,41.800,42.400,43.500,42.300,8,6,5,11,7,2 ,2,1,0,0,0,0,0,1,0,0,0,4,8,0,1
2 ,38.000,43.000,39.400,40.000,6,2,8,4,6,2 ,2,1,0,0,0,0,0,1,0,0,0,1,5,0,1
6 ,32.800,27.600,19.222,.000,23,26,28,26,1,2 ,2,1,0,0,0,0,0,0,1,0,0,5,11,0,1
1 ,35.100,40.200,38.100,37.300,22,17,21,25,22,1 ,2,1,0,0,0,0,1,0,0,0,1,4,8,1,0
2 ,45.300,40.600,.000,.000,10,20,1,17,0,1 ,2,0,0,1,0,0,0,1,0,0,0,6,11,1,0
2 ,46.200,45.800,45.900,46.300,8,10,10,11,9,1 ,2,0,0,1,0,1,0,0,0,0,0,2,6,0,1
4 ,41.455,36.909,.000,.000,18,24,1,21,0,2 ,2,0,0,1,0,1,0,0,0,0,0,8,12,0,1
1 ,40.400,42.400,40.000,40.200,13,10,15,18,13,2 ,2,0,0,1,0,1,0,0,0,0,0,4,8,1,0
2 ,45.100,47.200,47.300,.000,10,11,10,8,1,1 ,2,1,0,0,0,0,1,0,0,0,0,6,11,0,1
3 ,30.400,34.600,34.700,34.000,18,17,17,18,20,1 ,2,1,0,0,0,0,1,0,0,0,0,3,8,0,1
2 ,40.100,37.500,40.500,41.300,19,20,16,3,18,1 ,2,1,0,0,0,0,1,0,0,0,0,4,9,0,1
7 ,46.000,44.100,44.600,44.400,5,5,5,12,5,1 ,2,0,0,1,0,0,0,0,1,0,0,2,7,0,1
3 ,35.800,37.000,36.300,.000,26,26,23,23,1,3 ,2,1,0,0,0,0,0,0,1,0,1,6,10,0,1
3 ,.000,.000,39.000,39.100,24,24,15,16,15,3 ,2,1,0,0,0,0,0,0,1,0,0,3,8,0,1
3 ,35.500,38.000,35.200,36.800,13,11,16,12,14,1 ,2,1,0,0,0,0,0,0,1,0,0,5,10,0,1
3 ,35.200,18.667,15.000,.000,27,27,28,25,1,1 ,2,1,0,0,0,0,0,0,1,0,0,6,11,0,1
3 ,42.800,44.500,44.200,44.400,1,1,1,1,1,3 ,2,0,0,1,0,0,0,1,0,0,0,5,10,0,1
3 ,46.000,47.273,.000,.000,1,1,1,1,0,3 ,2,0,0,1,0,0,0,1,0,0,0,7,12,0,1
6 ,40.000,40.800,39.800,.000,9,13,12,11,1,1 ,2,0,0,1,0,0,0,0,1,0,0,5,10,1,0
6 ,35.400,46.500,42.400,39.900,24,7,24,25,22,1 ,2,0,0,1,0,0,0,0,1,0,0,2,6,1,0
6 ,41.000,38.600,38.000,39.200,10,11,13,13,12,1 ,2,0,0,1,0,0,0,0,1,0,0,1,5,1,0
1 ,42.600,41.400,45.400,43.800,17,16,11,13,14,3 ,2,1,0,0,0,0,0,1,0,0,1,2,7,0,1
1 ,42.636,42.545,.000,.000,13,12,1,13,0,2 ,2,0,0,1,0,1,0,0,0,0,0,7,12,0,1
2 ,43.700,47.700,47.400,.000,14,8,9,10,1,1 ,1,0,0,1,0,0,0,0,1,0,0,6,11,0,1
7 ,34.400,41.900,41.900,40.400,24,8,13,5,15,1 ,2,0,0,1,0,0,0,0,1,0,0,2,7,1,0
7 ,40.200,40.000,41.800,40.600,20,20,10,20,16,1 ,2,0,0,1,0,0,0,0,1,0,0,3,8,1,0
7 ,35.273,38.727,.000,.000,19,8,1,12,0,1 ,2,0,0,1,0,0,0,0,1,0,0,7,12,1,0
7 ,32.800,36.800,34.400,34.800,17,6,15,16,13,1 ,2,0,0,1,0,0,0,0,1,0,0,4,9,1,0
1 ,39.000,35.800,35.800,37.200,23,20,24,23,26,1 ,3,0,0,1,0,0,0,0,1,0,1,1,5,1,0
7 ,43.200,38.200,45.700,42.000,14,24,11,20,17,1 ,2,0,0,1,0,0,0,0,1,0,0,2,7,1,0
2 ,49.200,48.100,45.700,47.300,3,4,11,16,4,1 ,2,0,0,1,0,1,0,0,0,0,0,2,7,1,0
2 ,43.300,39.200,45.600,.000,16,21,15,19,1,1 ,2,0,0,1,0,1,0,0,0,0,0,6,11,1,0
2 ,43.727,43.545,44.727,44.182,16,6,5,4,7,1 ,2,0,0,1,0,1,0,0,0,0,0,3,8,1,0
1 ,46.200,48.000,47.400,47.600,5,3,1,1,3,1 ,2,0,0,1,0,1,0,0,0,0,0,1,6,1,0
7 ,42.200,40.500,41.800,41.600,1,1,1,1,1,1 ,2,1,0,0,0,0,1,0,0,0,0,4,9,0,1
1 ,43.273,37.818,37.727,39.636,16,19,23,18,19,2 ,2,1,0,0,0,0,1,0,0,0,0,3,7,0,1
1 ,40.400,42.700,41.100,40.700,11,6,9,13,9,2 ,2,0,0,1,0,1,0,0,0,0,0,5,9,1,0
1 ,49.700,45.000,45.100,47.300,2,10,12,5,7,2 ,2,0,0,1,0,1,0,0,0,0,0,2,6,1,0
1 ,43.200,41.900,41.400,41.600,8,12,10,11,9,2 ,2,0,0,1,0,1,0,0,0,0,0,4,8,1,0
1 ,44.800,43.200,44.600,44.400,8,15,11,9,12,2 ,2,0,0,1,0,1,0,0,0,0,0,1,5,1,0
7 ,43.700,38.800,36.800,39.500,6,17,25,26,18,0 ,2,1,0,0,0,0,0,1,0,0,0,2,7,0,1
7 ,34.545,25.000,.000,.000,20,26,1,21,0,0 ,2,1,0,0,0,0,0,1,0,0,0,7,12,0,1
2 ,40.818,36.545,38.909,39.182,22,22,24,22,21,3 ,2,1,0,0,0,0,0,1,0,0,0,3,10,1,0
1 ,40.800,45.200,42.200,43.400,16,10,17,11,16,1 ,2,0,0,1,0,0,0,0,1,0,0,1,6,0,1
1 ,47.909,41.909,42.455,43.727,3,8,11,8,7,1 ,3,1,0,0,0,1,0,0,0,0,0,3,7,1,0
2 ,38.400,37.900,39.800,38.500,16,18,15,18,16,1 ,2,1,0,0,0,0,1,0,0,0,0,5,10,1,0
2 ,36.364,33.091,.000,.000,19,18,1,15,0,1 ,2,1,0,0,0,0,1,0,0,0,0,7,12,1,0
1 ,46.900,39.700,40.000,42.600,8,20,24,16,17,1 ,2,1,0,0,0,0,1,0,0,0,0,2,7,0,1
1 ,29.000,28.091,.000,.000,29,27,1,28,0,1 ,2,1,0,0,0,0,1,0,0,0,0,7,12,0,1
2 ,44.100,46.400,.000,45.500,7,8,30,0,9,2 ,2,0,0,1,0,1,0,0,0,0,1,2,7,1,0
7 ,37.800,35.300,34.600,36.800,6,10,13,3,5,2 ,2,0,0,1,0,1,0,0,0,0,0,4,9,1,0
6 ,40.300,37.100,.000,.000,14,19,1,19,0,1 ,2,0,0,1,0,0,0,0,1,0,0,6,11,0,1
7 ,41.000,42.000,44.000,42.600,17,17,6,10,13,1 ,2,1,0,0,0,0,1,0,0,0,0,1,6,1,0
1 ,45.727,48.091,.000,.000,6,4,1,5,0,1 ,2,0,0,1,0,0,0,0,1,0,0,7,12,0,1
1 ,44.800,45.400,44.100,45.300,5,6,6,4,4,1 ,2,0,0,1,0,0,0,0,1,0,0,4,9,0,1
7 ,33.900,35.200,32.800,33.300,10,16,21,20,18,1 ,2,0,0,1,0,0,0,0,1,0,0,5,10,0,1
7 ,37.700,37.100,31.500,.000,18,13,24,22,1,1 ,2,0,0,1,0,0,0,0,1,0,0,6,11,0,1
2 ,35.900,34.600,39.300,37.200,23,25,19,21,24,2 ,2,0,0,1,0,1,0,0,0,0,0,4,8,1,0
2 ,40.500,40.400,43.400,42.400,10,12,8,6,8,3 ,2,0,0,1,0,1,0,0,0,0,1,5,9,0,1
2 ,44.818,42.091,41.545,42.818,9,11,13,11,11,3 ,2,0,0,1,0,1,0,0,0,0,0,3,7,0,1
3 ,38.600,41.300,38.400,40.200,15,8,17,7,9,1 ,2,1,0,0,0,0,0,1,0,0,0,3,8,0,1
7 ,39.000,40.000,43.200,.000,13,8,6,8,1,2 ,2,1,0,0,0,0,1,0,0,0,0,6,10,0,1
1 ,46.100,47.100,46.100,.000,3,6,12,4,1,1 ,2,0,0,1,0,0,0,0,1,0,0,6,11,0,1
1 ,47.091,42.000,46.273,45.182,4,7,2,3,4,1 ,2,0,0,1,0,0,0,0,1,0,0,3,8,0,1
6 ,41.000,41.800,37.000,39.800,9,4,11,12,10,3 ,2,1,0,0,0,0,1,0,0,0,0,1,7,0,1
7 ,36.100,33.200,30.600,.000,16,19,21,21,1,1 ,2,0,0,1,0,0,0,0,1,0,0,5,11,0,1
7 ,48.200,45.000,44.000,46.200,5,10,6,5,6,1 ,2,0,0,1,0,0,0,0,1,0,0,1,6,0,1
3 ,43.100,47.100,48.100,.000,18,6,2,6,1,1 ,2,0,1,0,0,0,1,0,0,0,0,6,11,1,0
2 ,41.727,41.182,40.636,41.364,21,14,17,11,16,1 ,2,0,1,0,0,0,1,0,0,0,0,3,8,1,0
2 ,41.200,41.400,41.700,41.500,13,13,15,14,17,1 ,2,0,1,0,0,0,1,0,0,0,0,4,9,1,0
1 ,40.600,35.800,39.000,39.000,17,20,20,19,22,2 ,2,0,0,1,0,0,0,0,1,0,0,1,5,0,1
6 ,44.000,48.000,43.800,45.000,8,4,18,10,10,3 ,2,1,0,0,0,0,1,0,0,0,0,2,6,0,1
2 ,42.700,46.500,46.000,45.900,5,1,3,2,1,1 ,2,0,0,1,0,0,0,0,1,0,0,5,9,0,1
2 ,46.636,48.818,.000,.000,2,2,1,1,0,1 ,2,0,0,1,0,0,0,0,1,0,0,7,11,0,1
2 ,43.700,47.200,47.200,46.400,3,1,2,2,2,1 ,2,0,0,1,0,0,0,0,1,0,0,4,8,0,1
2 ,47.500,48.300,47.800,.000,4,5,7,4,1,0 ,2,0,0,1,0,0,0,0,1,0,0,6,10,0,1
2 ,49.500,47.900,46.800,48.400,2,5,6,4,3,1 ,2,0,0,1,0,1,0,0,0,0,0,2,7,1,0
6 ,41.400,42.400,40.800,41.800,9,7,8,5,5,2 ,2,0,0,1,0,1,0,0,0,0,0,1,6,1,0
6 ,32.000,33.600,33.600,32.800,21,21,19,16,18,2 ,2,1,0,0,0,0,0,0,1,0,0,5,9,0,1
6 ,35.200,26.900,31.300,31.600,25,27,28,26,27,1 ,2,0,0,1,0,0,0,0,1,0,0,2,7,1,0
6 ,37.200,38.600,34.800,36.500,22,15,22,22,18,1 ,2,0,0,1,0,0,0,0,1,0,0,2,8,1,0
6 ,31.300,36.600,33.200,34.500,25,21,26,11,25,1 ,2,0,0,1,0,0,0,0,1,0,0,3,9,1,0
1 ,36.500,39.300,40.700,39.400,22,15,19,14,18,1 ,2,1,0,0,0,0,0,1,0,0,0,4,9,0,1
1 ,49.600,48.300,49.700,49.100,3,3,1,2,1,1 ,2,0,0,1,0,0,0,0,1,0,0,2,7,0,1
2 ,42.000,45.600,47.600,46.200,2,1,1,1,1,1 ,2,0,0,1,0,0,0,0,1,0,0,1,6,0,1
2 ,43.900,44.400,47.000,45.900,1,5,1,1,1,2 ,2,0,0,1,0,1,0,0,0,0,0,5,10,0,1
7 ,41.200,40.500,41.100,41.100,14,17,12,12,14,1 ,2,1,0,0,0,0,0,1,0,0,0,3,8,0,1
6 ,37.636,38.727,.000,.000,13,11,1,10,0,1 ,2,1,0,0,0,0,0,1,0,0,0,7,12,0,1
2 ,43.300,44.900,45.000,.000,14,21,16,18,1,1 ,2,0,0,1,0,1,0,0,0,0,0,5,10,1,0
2 ,47.700,48.600,49.400,48.800,2,2,2,2,2,0 ,2,0,0,1,0,0,0,0,1,0,0,2,7,0,1
6 ,34.400,36.300,33.000,34.500,22,17,26,17,19,1 ,2,0,0,1,0,0,0,0,1,0,0,4,8,1,0
7 ,40.700,40.800,44.400,41.900,18,16,1,14,9,3 ,2,0,0,1,0,1,0,0,0,0,0,3,9,0,1
3 ,33.250,30.167,.000,.000,20,21,1,22,0,1 ,2,0,1,0,0,0,0,1,0,0,0,9,14,1,0
6 ,44.200,41.900,41.600,43.400,5,11,15,8,8,1 ,2,0,1,0,0,0,0,1,0,0,0,3,8,1,0
4 ,32.583,33.000,.000,.000,25,19,1,23,0,3 ,3,0,0,1,0,1,0,0,0,0,0,9,13,0,1
4 ,36.364,35.818,35.182,.000,13,15,15,14,1,3 ,3,0,0,1,0,1,0,0,0,0,0,8,12,0,1
2 ,42.727,41.818,42.455,42.455,4,5,3,3,3,3 ,3,0,0,1,0,1,0,0,0,0,0,7,11,0,1
2 ,39.600,39.700,36.900,37.600,14,13,23,27,19,2 ,2,0,0,1,0,0,0,0,1,0,0,6,10,0,1
4 ,25.818,32.727,31.800,30.636,26,15,18,18,20,2 ,2,0,0,1,0,0,0,0,1,0,0,8,11,0,1
1 ,25.818,32.727,31.800,30.636,26,15,18,18,20,2 ,2,0,0,1,0,0,0,0,1,0,0,7,11,0,1
4 ,36.100,39.200,38.300,38.200,19,12,12,9,12,3 ,2,0,0,1,0,1,0,0,0,0,0,6,12,1,0
1 ,34.600,32.091,36.727,.000,21,19,12,17,1,3 ,2,0,0,1,0,1,0,0,0,0,0,7,16,1,0
1 ,33.600,32.600,32.000,33.700,27,27,28,26,28,3 ,2,0,0,1,0,1,0,0,0,0,0,4,11,1,0
3 ,36.700,39.200,38.200,38.400,18,15,12,10,13,1 ,2,0,0,1,0,1,0,0,0,0,0,5,11,0,1
7 ,37.800,35.900,35.700,35.700,10,16,19,24,17,3 ,2,1,0,0,0,0,0,1,0,0,1,9,9,1,0
2 ,39.750,44.333,38.083,.000,11,3,17,13,1,1 ,2,0,0,1,0,0,0,0,1,0,0,9,14,0,1
1 ,36.091,39.182,35.273,36.727,13,2,10,16,7,1 ,2,0,0,1,0,0,0,0,1,0,0,7,12,0,1
6 ,34.182,33.273,30.909,32.182,16,20,19,21,17,1 ,2,1,0,0,0,0,1,0,0,0,0,7,13,1,0
2 ,37.727,38.636,41.636,39.909,10,13,5,4,5,3 ,2,1,0,0,0,0,0,1,0,0,0,8,13,0,1
2 ,39.583,37.750,38.833,39.333,10,14,9,7,10,1 ,2,1,0,0,0,0,0,1,0,0,0,10,14,0,1
4 ,34.545,35.091,32.818,33.909,23,17,18,22,20,1 ,2,1,0,0,0,0,0,0,1,0,1,8,12,0,1
4 ,41.083,41.417,42.917,42.000,1,3,2,1,3,1 ,1,1,0,0,0,0,0,1,0,0,0,10,15,1,0
1 ,38.182,39.818,39.727,39.545,12,7,6,5,6,1 ,1,1,0,0,0,0,0,1,0,0,0,8,13,1,0
5 ,36.750,35.417,37.583,37.167,8,11,12,7,10,3 ,2,0,1,0,0,1,0,0,0,0,0,10,15,1,0
3 ,33.364,34.818,33.273,34.000,23,24,26,24,23,1 ,2,0,0,1,0,1,0,0,0,0,0,8,13,1,0
3 ,29.273,29.273,30.818,30.000,24,27,27,28,25,4 ,2,0,0,1,0,0,0,0,1,0,1,7,13,1,0
3 ,37.667,33.667,34.333,35.500,14,23,23,19,17,1 ,2,0,0,1,0,1,0,0,0,0,0,9,15,1,0
4 ,43.750,45.417,43.583,44.167,1,1,1,3,1,1 ,2,0,0,1,0,1,0,0,0,0,1,7,13,0,1
2 ,27.667,31.750,.000,29.917,30,30,1,1,29,3 ,2,0,0,1,0,1,0,0,0,0,1,9,16,1,0
1 ,35.091,33.182,33.909,33.727,11,20,11,27,16,3 ,2,0,0,1,0,1,0,0,0,0,0,7,14,1,0
6 ,36.833,32.750,33.167,34.000,13,20,22,25,19,1 ,2,1,0,0,0,0,0,0,1,0,0,9,14,0,1
1 ,33.667,35.583,32.417,34.167,21,20,27,20,21,2 ,2,0,0,1,0,0,0,0,1,0,1,10,15,0,1
1 ,35.250,33.917,34.000,35.167,17,17,21,15,19,2 ,2,0,0,1,0,0,0,0,1,0,0,9,13,0,1
1 ,41.750,42.083,41.167,41.917,5,5,6,5,6,1 ,3,0,0,1,0,1,0,0,0,0,0,10,15,0,1
1 ,37.833,40.333,41.833,41.250,9,4,4,4,4,1 ,3,0,0,1,0,1,0,0,0,0,0,9,14,0,1
4 ,37.083,39.333,36.583,37.583,16,8,14,14,12,3 ,2,0,0,1,0,0,0,0,1,0,0,11,15,0,1
